uttrance,intent,entities
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Switch on the hallway light,turn_on_lights,"{""location"": ""hallway""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Turn on the kitchen lights,turn_on_lights,"{""location"": ""kitchen""}"
Illuminate the study,turn_on_lights,"{""location"": ""study""}"
Enable bedroom lights,turn_on_lights,"{""location"": ""bedroom""}"
